text,source,TOXICITY,IDENTITY_ATTACK,INSULT,THREAT
See his profile? Thinks he is hardcore ....boi 🤔 ,toxic-user,0.10588119,0.035140913,0.10087115,0.10112897
"Now to get inner cities, i.e.#Chicago, to have policies that promote job growth there so that the #nuclearfamily returns. The lack of one is why have the daily killings, NOT a gun control"" issue. #twill"" ",toxic-user,0.15067738,0.047164775,0.09319299,0.3157631
Cause you sweet lil nigga ,toxic-user,0.8568332,0.93218905,0.8301602,0.23445007
I am Canadian .. Live in the us and am ex 🇨🇦 special forces. I've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons. the US (lack of) gun control is by far the fucking stupidest part of this country! Too many morons with guns ,toxic-user,0.9037401,0.73314315,0.93062866,0.61009043
Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist I can’t listen to U2 again ,toxic-user,0.91592526,0.62998784,0.94286424,0.28691894
So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume has more experience and knows what he is talking about here. ,toxic-user,0.6048735,0.8422688,0.56334156,0.16199939
Oh WOW! You look like a 1980's Porn Star #loveit ,toxic-user,0.83090955,0.24478886,0.5674418,0.21813339
Race has nothing to do with it. Either you are fake MAGA or ignorant either way you are now blocked. ,toxic-user,0.62651366,0.503144,0.72189677,0.11785767
Maybe consider this instead Theresa May isn’t real name. She’s Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers 🙉😇⭐️🌈⭐️ URL ,toxic-user,0.30960545,0.19260073,0.37403354,0.15992598
Too bad Antifa crashes GOP townhalls. ,toxic-user,0.3114872,0.27965328,0.31185585,0.20233537
One thing is for sure...we know she didn’t write the op-ed as she is dumber than a bucket of rocks. ,toxic-user,0.8219728,0.19537936,0.895227,0.047046643
You are a fool. Denying ones free speech is deny all of our free speech. ,toxic-user,0.9260101,0.13324627,0.96312815,0.072840236
Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic ,toxic-user,0.73644567,0.8008965,0.734651,0.23869337
Fools No respect ,toxic-user,0.80157113,0.21939306,0.8525418,0.13751124
Was this a threat from #DangerousDemocrats #maga URL ,toxic-user,0.18231012,0.07752157,0.09450225,0.37419206
"Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution? Take your people control (it's not gun control) and gtfo with your crazy. Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are."" ",toxic-user,0.85007054,0.14833,0.9195089,0.15802246
How convenient a conservative dummy believes people are selectively unemployed.Conservatives always try to use this type of propaganda. No facts!Just their warped conservative beliefs. It’s very clear.Many conservatives like don’t have the ability to learn or think ,toxic-user,0.53490317,0.2955174,0.6816623,0.049080424
She is drinking so much koolaid she’s bloated. ,toxic-user,0.15196557,0.09277602,0.16369288,0.07110768
no one attacked Kavanope!! We are allowed to question liars. He is secretive and He lied under oath. What more do you need? ,toxic-user,0.53126895,0.090343386,0.6855854,0.2235241
Have you ever seen the former Democratic hierarchy fight against the president so much??? We know it’s because you’ve been so corrupt and guilty of abuse of power. It’s our darkest times with the DOJ/CIA and Presidential cabinet ,toxic-user,0.38712382,0.11553511,0.4911467,0.17367443
You missed seeing Pruitt chewing butt all the way to the end. He's all business. I love it ,toxic-user,0.604827,0.13989714,0.4341349,0.3252876
Grew up listening to K.I.D.S shit breaks my heart RIP ,toxic-user,0.7950022,0.19131835,0.56262267,0.23104092
He knew the email were released earlier! Just pandering to his ignorant base ,toxic-user,0.79723775,0.08072425,0.895227,0.12855776
That's it throw race into it again. Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations. The Liberal Democrats rallied around him. Liberals are the most disgusting disgraceful human beings that God created ,toxic-user,0.770185,0.8422688,0.8126086,0.40914276
Yes you are. you’re just too blind to realize it ,toxic-user,0.44292924,0.15226288,0.5358038,0.12047728
LMAOOO fucking love you see you hotties soon xox ,toxic-user,0.8175127,0.19589214,0.55882204,0.23459676
Coward Answer question What have I posted on that is not factual As a staunch conservative and pro Israel I post positive facts to counter Canadian media helping liberal Trudeau assault on conservatives and Israel. You are either ignorant or a liar. ,toxic-user,0.86195,0.5545833,0.93234444,0.17226355
gonna need a whole ass rant thread done in the utara loghat to really feel it haha ,toxic-user,0.7756745,0.28702483,0.57110703,0.42640486
Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh ,toxic-user,0.8972642,0.83166975,0.8775619,0.20089813
Better hurry she is pretty old ,toxic-user,0.31913128,0.1933473,0.32275137,0.24942891
And how much will you have to say once you are in jail? Your whole family are #criminals. ,toxic-user,0.5251518,0.2254327,0.58474565,0.4090739
"He is mocking self-professed populists who claim to speak for the people"" when those who stand up for ""norms"" and ""rights"" are labelled latte drinking elitists"" ",toxic-user,0.3542632,0.22311528,0.4476305,0.06980583
Clown ,toxic-user,0.6482758,0.28818378,0.75638336,0.11134846
she is not a Republican... by any means.... ,toxic-user,0.19531298,0.21979693,0.22538754,0.03358035
Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years. ,toxic-user,0.48505387,0.33646184,0.61336964,0.24435772
Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO? #MAGA #KAG2020 #DrainTheDeepState #WalkAwayDemocrats2018 #LiberalismIsAMentalDisease ,toxic-user,0.66816324,0.23247361,0.70024115,0.29243872
#ThursdayThoughts- FUCK liberals. Forever. ,toxic-user,0.9480856,0.7685197,0.8370313,0.3203021
If your a Democrat and you love this great country how can you standby and watch as the liberal arm of your Democratic party tries to destroy everything we love about our country. #Walkaway no actually #Runaway. #LibsHateAmerica #CommiesSuck #MAGA and #KAG for everyone 🇺🇸 ,toxic-user,0.44462326,0.23663525,0.4713877,0.36653852
What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us. ,toxic-user,0.5876557,0.24305925,0.734651,0.03572247
I'm surprised he didn't shoot his students just prove gun control is important. I'm glad I don't send kids to college. What a waste of money turning them into pumpkin heads. ,toxic-user,0.5330973,0.16947883,0.50407165,0.7891142
Blame Trump??? U bunch of idiots. Blame the corruption over in PR ,toxic-user,0.95290715,0.30707386,0.97706294,0.2971584
"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."" ",toxic-user,0.38273486,0.108478196,0.42737642,0.58443236
I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it. ,toxic-user,0.34096232,0.20321883,0.44889447,0.12724695
So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme ,toxic-user,0.7162467,0.33385748,0.77265286,0.8906258
And why report this garbage. We don't give a crap. ,toxic-user,0.88824683,0.24322873,0.87185216,0.2016335
Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode ,toxic-user,0.7979433,0.27329206,0.64966476,0.65121835
What the fuck? You don’t care about your friend? You are not a real friend then 🤦🏽‍♂️ he not losing anyone special then cuz you can’t even be a real friend and that’s sad ,toxic-user,0.9492472,0.2922803,0.8453147,0.13774988
"Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement."" ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic."" ",toxic-user,0.53490317,0.4926321,0.4527154,0.8763936
#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots. #PcLiberal #WakeUP URL ,toxic-user,0.27443346,0.3119448,0.2987638,0.039783347
Holder is a complete corrupt scum bag. I remember when he announced his is part of the resistance. Which means he want to resist the people who voted for Trump. Can U imagine the people he would have hunted down and prosecuted if this happened to bone head obama ,toxic-user,0.80498487,0.37647927,0.895227,0.48697942
It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why ,toxic-user,0.23999524,0.08135537,0.19418639,0.38928494
Liberals be like URL ,toxic-user,0.17989433,0.28992388,0.21352945,0.07075437
Political hit job. What a slap in the face to all the women that were really abused. You liberals know this is a hit. Your leader told you to lie and do whatever you have to do to regain power. Pathetic ,toxic-user,0.8469628,0.58393806,0.89414304,0.7665019
CNN is evil. A true enemy of the people. I can’t believe there are people who still take them seriously. ,toxic-user,0.44315735,0.21577713,0.5092303,0.11667636
Cuz liberals are sick of cnn!!!! ,toxic-user,0.8507874,0.86300033,0.8855931,0.23704341
When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification ,toxic-user,0.858254,0.248807,0.7317296,0.14667095
Holy shit. You better not be drinking milk after eating that. Or else... 🤢 ,toxic-user,0.9183333,0.17575239,0.6716056,0.2030374
And I will never watch your movies again because you are a maniac! ,toxic-user,0.92561865,0.30339813,0.9587359,0.22530913
Serena was outplayed &amp; acted like a spoiled brat. She is not above the rules ,toxic-user,0.524294,0.20764676,0.6558821,0.18609026
This guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi they trusted him and most of them died ,toxic-user,0.45305744,0.39201015,0.515208,0.5340255
that's unepic ,toxic-user,0.08239698,0.04412859,0.04604719,0.08621691
"if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"" ",toxic-user,0.60943216,0.8008965,0.56794006,0.27011478
A bitch is complaining to corporate about me in our lobby lmaooo ,toxic-user,0.8890009,0.4824563,0.88164085,0.20967267
I really think he is mentally ill. Why does his family not address the issues? Maybe Jared did with the op-ed? ,toxic-user,0.44255078,0.25214368,0.55162936,0.046059497
She don’t even wear the shit I buy her now. Move away from me. ,toxic-user,0.8479209,0.19854629,0.660731,0.1145039
Go home you’re drunk!!! #MAGA #Trump2020 👊🇺🇸👊 URL ,toxic-user,0.5457932,0.13820483,0.660731,0.08240759
The Liberals are mentally unstable!! ,toxic-user,0.8785311,0.7893668,0.895227,0.099185064
Oh Yes. He is a coward. ,toxic-user,0.8785311,0.16853939,0.942489,0.1494849
I'm frothing over all of it so far.. 🤤🤤 ..the goodest shit. 😏 ,toxic-user,0.8606264,0.17023781,0.56084585,0.13301083
Does these idiots actually listen to what they say? Sucks! ,toxic-user,0.95953137,0.24996823,0.9806645,0.3657052
Oh no!! That sucks 😭 what if you are “sick” 🤮🤢 ,toxic-user,0.8715054,0.26525974,0.88075686,0.12132689
Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. #MAGA ,toxic-user,0.16341943,0.17211825,0.123724185,0.06793723
Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm. ,toxic-user,0.40315893,0.17827368,0.2747482,0.767929
lemme rap on that shit. I'll do a video floatin downstream in a coffin like in horrorland lol ,toxic-user,0.9144973,0.35303766,0.7170575,0.70468104
Acting like an ass is not a good view. ,toxic-user,0.93232936,0.2312774,0.7595782,0.22462487
No nigga ,toxic-user,0.8601488,0.94184583,0.805912,0.17463541
Do not CANCEL the vote on Kavanaugh. Do not fall prey to the lying filthy liberals. Tell Flake to shut up. America is sick of this BS from the left! ,toxic-user,0.8751324,0.6863766,0.92713815,0.1196685
The bigger problem is liberal gun control nuts that want open borders to try and ‘cleanse’ a society from established cultures. Then create a ruling class or a communist structure that has been proven to fail. England is now a Muslim breeding ground. Shameful ,toxic-user,0.676592,0.8632592,0.71271336,0.34972468
#StrataData #AI #data #hairball: TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL ,toxic-user,0.07302743,0.04629844,0.040953133,0.14328913
is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute she is my CumSlave after all 😎 ,toxic-user,0.94992846,0.31885996,0.68811107,0.87545174
Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker. ,toxic-user,0.37973112,0.49142662,0.3064278,0.5351271
you are killing me!!! We landed in PHX 30 min early from SAN and have been sitting on tarmac for 40 min. Now officially late looks like I am going to miss my connection to OAK. This sucks!!!!!!!! ,toxic-user,0.8550063,0.26240167,0.7658891,0.82345974
"GIVE ME A FUCKING MIC"""" ",toxic-user,0.9501252,0.37754542,0.73448676,0.29143414
Creepy Joe with roaming hands for little girls is one of the most noncreditable demonRATs I have ever seen. He &amp; Jill won't talk about all the disgusting pervert actions of his just their hate and disapproval for conservatives and Trump. Like Hillary just shut up and go away. ,toxic-user,0.76909643,0.58392894,0.8301602,0.34157628
I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit. ,toxic-user,0.9011196,0.8008965,0.77075195,0.07927721
WHOS SICK OF INTITLED RACISTS? ,toxic-user,0.68394035,0.6350989,0.70705163,0.30399263
It's like a reading a leaflet from Antifa or BLM. Utter garbage. ,toxic-user,0.794439,0.24840914,0.85943204,0.15031861
"Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL ",toxic-user,0.14691421,0.07334483,0.1382199,0.10765879
You do scare all Americans with ur fake democratic platform. It’s mainly ur corrupt GOP ethics that are the problem. GOP is ok with supporting pedofiles treason &amp; voter suppression. Dems actually want improved health care for all sensible gun control &amp; to help the little guy ,toxic-user,0.59985286,0.500542,0.70098037,0.1856681
His mouth goes to one side all smirky and shit and I don’t like it. ,toxic-user,0.9480856,0.20187725,0.8645855,0.19425753
yyyy fuck no bitch we decided we both was gone steepppp ,toxic-user,0.96988475,0.5425046,0.88985634,0.46430677
It’s Good for our Gun Business. More Guns sell when these people bring up Gun Control. Keep up the Great Work. Guns for All. ,toxic-user,0.09572009,0.025302196,0.099921905,0.11179217
She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes. ,toxic-user,0.63072664,0.24542837,0.79349583,0.120639525
you are all recycling of liars ,toxic-user,0.6751489,0.29716364,0.75957793,0.21818061
"Gawd you are missing the point so hard. Yes she could have. Point is she is expected too. The responsibility lies solely on the woman in our culture. The man is not berated for his actions. The woman is. Listen to you silly girl"" you are part of that culture."" ",toxic-user,0.64731836,0.39900315,0.7907232,0.04008972
If the tournament of shit ain’t on here... URL ,toxic-user,0.8604672,0.28404236,0.660731,0.19315524
97% of Americans want a form of gun control. 62% of Americans want the government to protect the environment. 75% of Americans say immigration is a good thing &amp; 100% of Americans believe that HotDogs belong in the crusts of pizzas &amp; if the Italians don't like it they can suck it. ,toxic-user,0.62688625,0.6350989,0.5620613,0.2985717
just lose to every tom jeff and jerry because some dumb shit happens and I lose full ,toxic-user,0.88887876,0.29609507,0.80719376,0.34136626
hmm i'd do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something ,toxic-user,0.9325481,0.29363522,0.75584525,0.123724446
The only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. #MAGA #2ADefenders #TrumpTime URL ,toxic-user,0.15658224,0.10762538,0.22001803,0.06812357
She is a horrible at her job...maybe that's why her career is dying... ,toxic-user,0.6303097,0.24391846,0.71637595,0.18454945
"Way over the head..."" you #Liberals are all the same.. ""@USER supporters are stupid"" ""If you think for yourself, you are a racist"" ""Aboilish ICE so we can have open borders and more crime."" Get out of you bubble for a minute and look at how great the country is doing. #MAGA"" ",toxic-user,0.8271546,0.72773105,0.895227,0.37785476
Conservatives would do anything to eliminate the value of laborers in this country. People worked and died for this holiday. Don't want to see it lost to some fake Constitution worshiping by people who do not value the Constitution in any way such as the Far Right. ,toxic-user,0.176798,0.11874568,0.19350536,0.25419292
Niggaz buying pussy bitches trying to buy love... ,toxic-user,0.97655606,0.79193854,0.9481788,0.27815065
Oh shit u went there 🤣🤣🤣 ,toxic-user,0.9383737,0.20664555,0.7239451,0.22085066
It's not safe anyway because he is a liar! You can NEVER get to the bottom of a liar! ,toxic-user,0.8060606,0.103374414,0.895227,0.15916851
Any amount you shit fuck ,toxic-user,0.9897058,0.39861405,0.9091764,0.38224402
Does nicki even know who she is??? Dreamdoll a whole bully ,toxic-user,0.56189144,0.13094589,0.69609195,0.35939288
"Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine"" C'mon are you chicken?"" ",toxic-user,0.33877575,0.23960905,0.41755033,0.44377625
Disappointed in Taylor. Serena was wrong. don’t use your gender to be disrespectful. Serena should apologize to the winner &amp; ref ,toxic-user,0.2605947,0.36858132,0.1945565,0.20598708
"endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed."" ",toxic-user,0.8060606,0.30277032,0.7155035,0.19245115
Go crash another plane. ,toxic-user,0.32846135,0.10297505,0.19030152,0.7370396
homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay ,toxic-user,0.5634892,0.14822797,0.3100436,0.3997206
Holy shit that's awesome ,toxic-user,0.8606264,0.17588875,0.48293594,0.119288504
"Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible."" ",toxic-user,0.31089434,0.08700982,0.44291687,0.044657473
...with his stubby little arm. ,toxic-user,0.2552351,0.07846767,0.20535335,0.33153775
Here is the problem with the left....they can’t have an intelligent debate on an issue. Want to prove a point? Have Norm on and question him about his comments and have points to counter his comments. Instead the left just silenced him. Shows their lack of intellegence. ,toxic-user,0.45665118,0.25868407,0.5634423,0.3744343
thanks Joe!!! my sanity was forsaken a looong time ago hahaha ,toxic-user,0.1211439,0.04316669,0.10597244,0.08100394
Girl bitches aggravate me! ,toxic-user,0.9595249,0.6879868,0.942489,0.19405648
Who the hell do you think you are little Eddie ,toxic-user,0.80112046,0.25946936,0.74009985,0.30351922
Her brain is still somewhere lost in The Matrix... Then again Liberals are just plain delusional no matter what. 👊 URL ,toxic-user,0.69542736,0.507834,0.80570424,0.02902703
"Bill O'REILLY, it can happen because, people like you will not speak out Against YOUR"" POTUS AND NRA about GUN control!!!"" ",toxic-user,0.36771262,0.15770572,0.4333591,0.110700324
Twitter will be banning a lot more conservatives or anyone that speaks out about the Dems or Liberals. Closer to the elections ,toxic-user,0.16710149,0.23621954,0.18005571,0.13866103
"#Kavanaugh issues more detailed response, confirms the view that he deserves an opportunity to defend his reputation: This is a completely false allegation. I have never done anything like what the accuser describes—to her or to anyone...."" URL ",toxic-user,0.15172683,0.035747435,0.17739652,0.09053959
Liberals makes America Sicker ,toxic-user,0.6416078,0.71815443,0.6995906,0.1516629
Typical... When it backfires it's nothing to see here move along... Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol ,toxic-user,0.8296848,0.23649268,0.68785954,0.11511965
om ah BITCH lol i love you domo 💖 ,toxic-user,0.9156528,0.48387504,0.88075686,0.32029468
Has any ex Obama administration personal not yet? See a pattern here folks! Their actually doing this publicly. The msm is their partner in this treason. It’s a attempted coup d'etat!!! ,toxic-user,0.27636427,0.08908434,0.29598895,0.37962365
You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them. ,toxic-user,0.33843496,0.20354626,0.45924938,0.051161338
how long will it take for one of the biggest arsehole's to appear this millennium get humiliated and exposed for the corrupt fake lying toad that he is? URL ,toxic-user,0.8911776,0.3097661,0.93333274,0.32527328
You are turd 💞 ,toxic-user,0.6354837,0.2572047,0.7180829,0.17091183
This is what conservatives think a genius looks like. LMAO ,toxic-user,0.4422699,0.38947815,0.4378853,0.19185685
Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting at the same time? Cus that level of stupidity is the hallmark of the ,toxic-user,0.8440638,0.23699163,0.91765165,0.05793784
Today Collins is back with another excuse to vote yes. It's all disgusting. Every GOP rep can see what he is. They won't stop working against the common man. ,toxic-user,0.4900574,0.13838728,0.6614154,0.04401135
still thinks she matters.🙄😆😂 ,toxic-user,0.064562336,0.04462847,0.039943166,0.062296044
You Conservatives want to talk about scandals! Really? Let’s get started. If you have the balls. Let’s get busy you chickens. ,toxic-user,0.7951539,0.2091221,0.74288017,0.41087946
When will they learn. People dont care about what they think about politics. Just read your lines and entertain us. Keep your stupid pins and fake tattoos and ribbons at home. #MAGA #Emmys ,toxic-user,0.8355208,0.30192453,0.895227,0.16697447
you are totally disgraceful with you name calling....disgusting ,toxic-user,0.86837316,0.18108998,0.9091764,0.09226234
"It really sucks when commies atheists liberals refugees and anyone who isn't one of (us) uses our"" precious tax dollars...."" ",toxic-user,0.8060606,0.8215644,0.7915794,0.20480156
"1/ Resists newest tactic against conservatives. They have decided to trend disarmthem"" And advocates attempting to take a weapon from people open carrying. 1. open carry hopefully has retention on their holster. 2. This is likely to result in being fired upon by 2nd party."" ",toxic-user,0.09961659,0.07121124,0.082086705,0.22807398
Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is... ,toxic-user,0.1487617,0.1285455,0.16287132,0.12235971
We dont need gun control. We need White Male control.... ,toxic-user,0.5154597,0.7188266,0.30375895,0.55746883
Now Comes The Pain........... #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #WWG1WGA URL ,toxic-user,0.17678963,0.080422804,0.12531094,0.34290627
The album was boring for me 🤒the way his ass took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT ,toxic-user,0.8664937,0.15886766,0.6438056,0.1743807
I am talking about your comment that Nick was a fascist... Brittany means nothing to me. So like I said are you Antifa? ,toxic-user,0.5154597,0.21564165,0.58434385,0.04676628
what the fuck ,toxic-user,0.9572648,0.22849718,0.68785954,0.21205163
"This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code."" ",toxic-user,0.7093121,0.6350989,0.7451826,0.7730153
This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting ,toxic-user,0.7449289,0.7324292,0.83839446,0.20911835
I think we should be going after Sen Feinstein if she really cared she would not have sat on this issue and made it political. She is using you like all democratic power seekers be careful who you sell your soul too ,toxic-user,0.08167334,0.04752223,0.07385725,0.07279739
"Hallo please find the unroll here: Thread by 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs […]"" #FakeNews #MAGA URL See you soon. 🤖"" ",toxic-user,0.26608792,0.064843915,0.32062176,0.1541541
I’ll bet you mock disabled people too. Funny how the MAGA crowd likes to pick on the weak and support the powerful. Like bullies. Wonder who your role model is? ,toxic-user,0.6345955,0.47995606,0.71523076,0.294265
We'll stop when the Democrats stop using the victims of school shootings for their gun control agenda. ,toxic-user,0.33031586,0.2224776,0.1908491,0.7046559
bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it ,toxic-user,0.97518027,0.76176524,0.961082,0.5926919
Yeah! You can’t just wing cooking! There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage. ,toxic-user,0.7610222,0.24185854,0.8301602,0.33687037
I don’t trust Kanye right now. I might not like that shit. ,toxic-user,0.9156528,0.27985266,0.6290384,0.10118551
What are you afraid of liberals. You screamed for transparency!Now that POTUS is doing just that you are screaming to keep it secret.The truth is there. You don’t want it seen.Liberals are hypocrites &amp; the alphabet agencies have some bad apples involved in a soft coup. Tick Tock ,toxic-user,0.70247954,0.44860783,0.8059046,0.20082214
At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors. ,toxic-user,0.079356164,0.028034804,0.049316477,0.15371668
Because Gutierrez is corrupt and so are the unions there. ,toxic-user,0.5090081,0.18389077,0.6356477,0.070118114
"Thinking about the Student-Loan Crisis"" URL #TCOT #MAGA #RedNationRising"" ",toxic-user,0.10427174,0.05367996,0.079931006,0.09640433
but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet) ,toxic-user,0.27231985,0.40089187,0.17486864,0.5103397
All you need to know is he is empty inside ,toxic-user,0.21118738,0.056008186,0.20992194,0.13312414
I want to kiss your ass. ,toxic-user,0.95259035,0.17797671,0.6183371,0.27401048
1. If your company does it - your company sucks. 2. If you don't know how to bypass beat it - you are a sucking cuck :D ,toxic-user,0.9585565,0.2565,0.9587889,0.6217801
I’m finna say fuck it and get a crispy ass jogging suit😂😂 ,toxic-user,0.94992846,0.2664212,0.69265527,0.5715459
Carrey is a sick man!!! ,toxic-user,0.8606264,0.42999542,0.9091764,0.15043566
You are pathetic! ,toxic-user,0.9260575,0.27689067,0.9615531,0.1912007
Conservatives; the trailer trash party of Canada. ,toxic-user,0.82715774,0.67899656,0.895227,0.10697287
fuck xenoblade chronicles ,toxic-user,0.9784705,0.7859676,0.84550637,0.3416989
How about really healing the country by leaving it and taking the rest of the loony liberals with you ,toxic-user,0.48628625,0.3616454,0.6205405,0.10359928
True but the constant talk from the left about common sense gun control every time and yet not one valid proposal ,toxic-user,0.09770126,0.050966028,0.06718992,0.13570179
5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? #ONpoli ,toxic-user,0.29457602,0.10776693,0.37673992,0.11777977
😭😭😭😭 he is terrible 🆗 ,toxic-user,0.45360795,0.15804191,0.49076134,0.09456122
Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things. ,toxic-user,0.9156528,0.5829256,0.8307685,0.82345974
Silly rabbit 🐇 laws and rules aren’t for liberals. ,toxic-user,0.75192654,0.42237824,0.84117556,0.14710936
He should be given 5000 volts! ,toxic-user,0.07217187,0.044664785,0.060605634,0.14130756
Friggen crook. ,toxic-user,0.71075857,0.15262347,0.80613285,0.13149756
Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil soulless propaganda arm for child murderers and Russian agents. So stick with your cutsie tweets but I'd prepare for a long prison sentence if i were you. ,toxic-user,0.76824754,0.5143313,0.80613285,0.6826736
You ready for crazy ass racing tomorrow??? ,toxic-user,0.88824683,0.1892723,0.8453147,0.2470094
Boatload of crap! ,toxic-user,0.9010571,0.43714342,0.895227,0.2771517
"Liberals sure love to spend other people's money !!!!!! Hope and change"" really works well for the Obamas who are multi millionaires. Their fortunes have really changed for the better !!!!!! If liberals have any brain cells left, they'd vote for President Trump !"" ",toxic-user,0.41227686,0.27053136,0.5343485,0.030704068
u never talk to me shut up[ ,toxic-user,0.7113131,0.2041347,0.7009709,0.24896961
And I’ll argue all fucking day long because IM 💯 % RIGHT!!!! ,toxic-user,0.90130514,0.29213074,0.5867611,0.75471365
He is starting to tweet nonsense like Mango Mussolini ,toxic-user,0.69542736,0.40403908,0.7863092,0.07709477
This asshole( ) Lies about Republicans ,toxic-user,0.94847137,0.6355382,0.92535156,0.30104518
Disgusting! That tells you more than anything that we need law n order and that's conservatives n Kavanaugh! ,toxic-user,0.6571875,0.2693966,0.74368024,0.25377688
Why you ruin shit lol ,toxic-user,0.95120335,0.19543347,0.80613285,0.19512744
